Thumb Near,Thumb Far,Thumb/Index,Index Near,Index Far,Index/Middle,Middle Near,Middle Far,Middle/Ring,Ring Near,Ring Far,Ring/Little,Little Near,Little Far
0.137931,0.342857,0.117914,0.075926,0.135802,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.246154,0.214286,0.136612
0.137931,0.342857,0.117914,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.018519,0.078947,0.238462,0.196429,0.136612
0.137931,0.342857,0.117914,0.074074,0.135802,0.352697,0.255639,0.171429,0.22695,0.018519,0.078947,0.246154,0.214286,0.136612
0.137931,0.348571,0.117914,0.074074,0.135802,0.352697,0.263158,0.165714,0.22695,0.009259,0.078947,0.246154,0.196429,0.131148
0.137931,0.348571,0.117914,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.214286,0.136612
0.137931,0.342857,0.117914,0.074074,0.135802,0.352697,0.255639,0.165714,0.223404,0.027778,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.117914,0.075926,0.135802,0.352697,0.255639,0.165714,0.22695,0.018519,0.078947,0.246154,0.214286,0.136612
0.137931,0.342857,0.117914,0.074074,0.135802,0.352697,0.263158,0.165714,0.223404,0.009259,0.085526,0.238462,0.214286,0.136612
0.137931,0.348571,0.117914,0.074074,0.135802,0.352697,0.255639,0.171429,0.223404,0.009259,0.085526,0.238462,0.214286,0.136612
0.137931,0.348571,0.117914,0.074074,0.139918,0.352697,0.255639,0.171429,0.223404,0.009259,0.078947,0.246154,0.196429,0.136612
0.137931,0.348571,0.117914,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.246154,0.214286,0.136612
0.137931,0.342857,0.115646,0.074074,0.135802,0.352697,0.255639,0.165714,0.223404,0.009259,0.078947,0.238462,0.214286,0.136612
0.137931,0.348571,0.117914,0.075926,0.135802,0.352697,0.263158,0.165714,0.223404,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.342857,0.115646,0.074074,0.135802,0.352697,0.263158,0.165714,0.223404,0.009259,0.078947,0.238462,0.214286,0.136612
0.144828,0.342857,0.115646,0.074074,0.135802,0.350622,0.263158,0.165714,0.223404,0.009259,0.078947,0.238462,0.196429,0.136612
0.131034,0.348571,0.115646,0.074074,0.135802,0.352697,0.263158,0.165714,0.223404,0.009259,0.078947,0.238462,0.196429,0.136612
0.137931,0.342857,0.115646,0.074074,0.135802,0.352697,0.255639,0.165714,0.223404,0.018519,0.078947,0.238462,0.214286,0.136612
0.137931,0.342857,0.115646,0.074074,0.131687,0.350622,0.255639,0.165714,0.219858,0.009259,0.078947,0.246154,0.196429,0.131148
0.137931,0.342857,0.115646,0.074074,0.131687,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.238462,0.214286,0.136612
0.137931,0.342857,0.115646,0.072222,0.135802,0.350622,0.255639,0.165714,0.22695,0.018519,0.078947,0.238462,0.196429,0.136612
0.137931,0.348571,0.115646,0.074074,0.135802,0.350622,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.214286,0.136612
0.137931,0.342857,0.115646,0.074074,0.135802,0.350622,0.255639,0.165714,0.22695,0.018519,0.078947,0.238462,0.196429,0.136612
0.137931,0.342857,0.115646,0.074074,0.135802,0.350622,0.255639,0.165714,0.223404,0.018519,0.078947,0.238462,0.196429,0.131148
0.131034,0.342857,0.115646,0.074074,0.135802,0.352697,0.263158,0.165714,0.223404,0.027778,0.078947,0.238462,0.214286,0.136612
0.137931,0.342857,0.115646,0.074074,0.131687,0.350622,0.255639,0.165714,0.223404,0.018519,0.078947,0.246154,0.196429,0.131148
0.137931,0.342857,0.115646,0.074074,0.131687,0.350622,0.255639,0.165714,0.223404,0.018519,0.085526,0.238462,0.214286,0.136612
0.137931,0.342857,0.115646,0.074074,0.131687,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.238462,0.214286,0.131148
0.131034,0.342857,0.113379,0.074074,0.135802,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.246154,0.196429,0.136612
0.137931,0.342857,0.115646,0.074074,0.131687,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.246154,0.196429,0.131148
0.131034,0.342857,0.115646,0.074074,0.131687,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.246154,0.196429,0.136612
0.137931,0.342857,0.115646,0.074074,0.135802,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.238462,0.214286,0.136612
0.131034,0.342857,0.115646,0.074074,0.135802,0.350622,0.255639,0.165714,0.223404,0.018519,0.078947,0.238462,0.214286,0.136612
0.137931,0.342857,0.115646,0.074074,0.131687,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.238462,0.196429,0.136612
0.137931,0.342857,0.115646,0.074074,0.135802,0.350622,0.263158,0.165714,0.223404,0.018519,0.078947,0.246154,0.214286,0.131148
0.137931,0.348571,0.115646,0.074074,0.135802,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.115646,0.074074,0.135802,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.246154,0.196429,0.136612
0.137931,0.348571,0.115646,0.074074,0.139918,0.350622,0.255639,0.171429,0.223404,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.342857,0.115646,0.074074,0.131687,0.350622,0.263158,0.165714,0.223404,0.009259,0.078947,0.246154,0.214286,0.136612
0.137931,0.342857,0.115646,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.115646,0.074074,0.135802,0.350622,0.255639,0.165714,0.223404,0.018519,0.078947,0.246154,0.196429,0.131148
0.131034,0.348571,0.115646,0.074074,0.131687,0.350622,0.255639,0.165714,0.223404,0.027778,0.078947,0.246154,0.196429,0.131148
0.131034,0.342857,0.115646,0.074074,0.135802,0.350622,0.263158,0.165714,0.223404,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.115646,0.074074,0.131687,0.350622,0.255639,0.165714,0.223404,0.018519,0.085526,0.238462,0.196429,0.131148
0.137931,0.342857,0.115646,0.074074,0.135802,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.238462,0.214286,0.131148
0.131034,0.342857,0.115646,0.074074,0.131687,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.246154,0.214286,0.131148
0.137931,0.342857,0.115646,0.074074,0.135802,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.246154,0.214286,0.131148
0.137931,0.342857,0.115646,0.074074,0.135802,0.350622,0.255639,0.165714,0.22695,0.009259,0.078947,0.246154,0.232143,0.131148
0.137931,0.348571,0.113379,0.074074,0.135802,0.350622,0.255639,0.165714,0.223404,0.018519,0.078947,0.246154,0.214286,0.136612
0.137931,0.348571,0.115646,0.074074,0.135802,0.350622,0.255639,0.171429,0.223404,0.009259,0.078947,0.246154,0.196429,0.136612
0.137931,0.348571,0.115646,0.074074,0.135802,0.350622,0.263158,0.165714,0.223404,0.018519,0.078947,0.238462,0.196429,0.136612
0.137931,0.342857,0.115646,0.075926,0.135802,0.350622,0.255639,0.165714,0.223404,0.009259,0.078947,0.238462,0.214286,0.136612
0.137931,0.348571,0.113379,0.074074,0.135802,0.352697,0.255639,0.165714,0.223404,0.009259,0.078947,0.246154,0.214286,0.131148
0.137931,0.348571,0.113379,0.074074,0.135802,0.352697,0.255639,0.171429,0.223404,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.113379,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.018519,0.078947,0.238462,0.196429,0.136612
0.137931,0.348571,0.113379,0.074074,0.135802,0.352697,0.255639,0.165714,0.230496,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.348571,0.113379,0.074074,0.131687,0.352697,0.263158,0.165714,0.223404,0.018519,0.078947,0.238462,0.214286,0.131148
0.137931,0.342857,0.115646,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.018519,0.078947,0.246154,0.196429,0.131148
0.137931,0.342857,0.115646,0.075926,0.135802,0.352697,0.255639,0.165714,0.223404,0.018519,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.113379,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.009259,0.085526,0.238462,0.214286,0.131148
0.137931,0.342857,0.115646,0.074074,0.131687,0.352697,0.255639,0.165714,0.223404,0.009259,0.085526,0.246154,0.196429,0.131148
0.137931,0.348571,0.113379,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.018519,0.078947,0.246154,0.214286,0.131148
0.137931,0.342857,0.113379,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.018519,0.078947,0.238462,0.196429,0.136612
0.137931,0.348571,0.113379,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.246154,0.214286,0.136612
0.137931,0.342857,0.113379,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.246154,0.214286,0.131148
0.137931,0.342857,0.113379,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.018519,0.078947,0.246154,0.214286,0.131148
0.137931,0.342857,0.113379,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.246154,0.196429,0.136612
0.137931,0.342857,0.111111,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.009259,0.085526,0.238462,0.196429,0.131148
0.131034,0.342857,0.111111,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.111111,0.072222,0.131687,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.113379,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.111111,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.018519,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.111111,0.074074,0.135802,0.354772,0.255639,0.165714,0.22695,0.009259,0.078947,0.246154,0.196429,0.131148
0.137931,0.342857,0.111111,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.018519,0.078947,0.246154,0.196429,0.131148
0.137931,0.342857,0.113379,0.074074,0.135802,0.352697,0.255639,0.165714,0.223404,0.027778,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.111111,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.111111,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.009259,0.092105,0.238462,0.196429,0.131148
0.137931,0.342857,0.111111,0.074074,0.131687,0.352697,0.255639,0.165714,0.223404,0.018519,0.078947,0.246154,0.196429,0.131148
0.137931,0.342857,0.111111,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.018519,0.078947,0.246154,0.214286,0.131148
0.137931,0.342857,0.111111,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.342857,0.111111,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.342857,0.111111,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.018519,0.078947,0.238462,0.214286,0.131148
0.137931,0.342857,0.111111,0.072222,0.131687,0.354772,0.263158,0.16,0.22695,0.018519,0.078947,0.238462,0.196429,0.136612
0.137931,0.337143,0.111111,0.074074,0.131687,0.352697,0.263158,0.165714,0.22695,0.009259,0.078947,0.238462,0.214286,0.136612
0.137931,0.342857,0.111111,0.075926,0.135802,0.352697,0.255639,0.16,0.22695,0.018519,0.078947,0.238462,0.214286,0.131148
0.137931,0.342857,0.111111,0.074074,0.135802,0.354772,0.255639,0.165714,0.22695,0.009259,0.078947,0.246154,0.196429,0.131148
0.137931,0.342857,0.111111,0.074074,0.135802,0.352697,0.255639,0.16,0.22695,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.342857,0.108844,0.074074,0.135802,0.352697,0.255639,0.171429,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.337143,0.108844,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.018519,0.078947,0.246154,0.214286,0.131148
0.137931,0.348571,0.108844,0.074074,0.135802,0.352697,0.255639,0.165714,0.230496,0.009259,0.078947,0.246154,0.196429,0.131148
0.137931,0.348571,0.111111,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.018519,0.072368,0.238462,0.196429,0.131148
0.137931,0.342857,0.111111,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.027778,0.078947,0.238462,0.214286,0.131148
0.137931,0.342857,0.111111,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.342857,0.108844,0.072222,0.135802,0.352697,0.255639,0.16,0.22695,0.009259,0.085526,0.238462,0.214286,0.131148
0.137931,0.337143,0.108844,0.074074,0.135802,0.352697,0.255639,0.165714,0.22695,0.009259,0.085526,0.246154,0.214286,0.131148
0.137931,0.342857,0.106576,0.074074,0.131687,0.352697,0.255639,0.165714,0.22695,0.009259,0.078947,0.246154,0.214286,0.131148
0.137931,0.342857,0.106576,0.072222,0.135802,0.350622,0.255639,0.165714,0.22695,0.009259,0.078947,0.246154,0.214286,0.131148
0.137931,0.342857,0.106576,0.074074,0.135802,0.350622,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.337143,0.104308,0.074074,0.135802,0.350622,0.255639,0.16,0.22695,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.337143,0.104308,0.074074,0.131687,0.350622,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.337143,0.104308,0.074074,0.131687,0.350622,0.255639,0.16,0.22695,0.009259,0.078947,0.238462,0.196429,0.136612
0.137931,0.337143,0.104308,0.072222,0.135802,0.350622,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.337143,0.099773,0.074074,0.135802,0.350622,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.337143,0.099773,0.074074,0.135802,0.350622,0.255639,0.165714,0.22695,0.009259,0.078947,0.246154,0.214286,0.131148
0.137931,0.331429,0.099773,0.074074,0.131687,0.348548,0.255639,0.171429,0.22695,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.337143,0.099773,0.072222,0.135802,0.350622,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.331429,0.099773,0.072222,0.135802,0.350622,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.331429,0.099773,0.074074,0.135802,0.348548,0.255639,0.16,0.22695,0.018519,0.078947,0.238462,0.196429,0.131148
0.137931,0.331429,0.097506,0.074074,0.135802,0.350622,0.255639,0.165714,0.22695,0.027778,0.078947,0.238462,0.196429,0.131148
0.137931,0.331429,0.097506,0.072222,0.131687,0.348548,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.325714,0.095238,0.072222,0.135802,0.348548,0.255639,0.16,0.22695,0.018519,0.085526,0.238462,0.196429,0.136612
0.137931,0.331429,0.092971,0.072222,0.131687,0.346473,0.255639,0.16,0.22695,0.009259,0.085526,0.238462,0.196429,0.131148
0.131034,0.331429,0.095238,0.074074,0.135802,0.348548,0.255639,0.165714,0.223404,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.331429,0.092971,0.074074,0.135802,0.348548,0.263158,0.165714,0.22695,0.009259,0.085526,0.246154,0.196429,0.131148
0.131034,0.331429,0.092971,0.072222,0.135802,0.348548,0.255639,0.165714,0.22695,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.337143,0.092971,0.072222,0.135802,0.348548,0.255639,0.16,0.22695,0.009259,0.078947,0.238462,0.214286,0.131148
0.131034,0.331429,0.092971,0.072222,0.135802,0.348548,0.255639,0.16,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.331429,0.092971,0.074074,0.131687,0.346473,0.255639,0.16,0.22695,0.009259,0.078947,0.238462,0.196429,0.136612
0.137931,0.331429,0.092971,0.072222,0.135802,0.348548,0.255639,0.165714,0.22695,0.018519,0.078947,0.238462,0.214286,0.136612
0.131034,0.331429,0.092971,0.072222,0.135802,0.348548,0.255639,0.16,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.331429,0.090703,0.072222,0.135802,0.346473,0.255639,0.16,0.22695,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.331429,0.090703,0.072222,0.135802,0.346473,0.255639,0.16,0.230496,0.009259,0.078947,0.238462,0.214286,0.131148
0.137931,0.337143,0.090703,0.072222,0.135802,0.348548,0.255639,0.16,0.22695,0.009259,0.078947,0.238462,0.214286,0.131148
0.131034,0.331429,0.092971,0.072222,0.135802,0.346473,0.255639,0.16,0.234043,0.009259,0.078947,0.238462,0.196429,0.131148
0.137931,0.325714,0.090703,0.072222,0.135802,0.344398,0.255639,0.16,0.230496,0.018519,0.078947,0.238462,0.196429,0.131148
0.137931,0.325714,0.090703,0.074074,0.135802,0.342324,0.255639,0.16,0.22695,0.018519,0.078947,0.238462,0.214286,0.131148
0.137931,0.331429,0.090703,0.072222,0.135802,0.342324,0.24812,0.16,0.22695,0.027778,0.078947,0.238462,0.196429,0.136612
0.131034,0.325714,0.090703,0.072222,0.135802,0.342324,0.255639,0.16,0.22695,0.009259,0.072368,0.238462,0.196429,0.131148
0.131034,0.325714,0.090703,0.074074,0.135802,0.340249,0.255639,0.16,0.22695,0.009259,0.078947,0.238462,0.196429,0.136612
0.137931,0.331429,0.090703,0.072222,0.135802,0.342324,0.255639,0.16,0.230496,0.009259,0.078947,0.238462,0.196429,0.136612
0.137931,0.331429,0.088435,0.072222,0.135802,0.342324,0.24812,0.16,0.230496,0.018519,0.078947,0.238462,0.196429,0.136612
0.131034,0.325714,0.086168,0.074074,0.135802,0.340249,0.255639,0.16,0.230496,0.018519,0.072368,0.238462,0.196429,0.136612
0.137931,0.331429,0.086168,0.072222,0.135802,0.340249,0.24812,0.16,0.230496,0.018519,0.072368,0.238462,0.214286,0.136612
0.131034,0.325714,0.088435,0.072222,0.135802,0.340249,0.255639,0.16,0.230496,0.018519,0.072368,0.238462,0.214286,0.136612
0.131034,0.331429,0.086168,0.072222,0.131687,0.334025,0.24812,0.16,0.230496,0.018519,0.072368,0.238462,0.196429,0.142077
0.137931,0.325714,0.086168,0.072222,0.131687,0.33195,0.24812,0.16,0.230496,0.018519,0.072368,0.238462,0.196429,0.142077
0.131034,0.331429,0.086168,0.072222,0.131687,0.325726,0.24812,0.16,0.230496,0.018519,0.078947,0.238462,0.196429,0.136612
0.131034,0.331429,0.090703,0.07037,0.127572,0.311203,0.24812,0.165714,0.230496,0.018519,0.072368,0.230769,0.196429,0.136612
0.131034,0.331429,0.095238,0.07037,0.127572,0.302905,0.24812,0.171429,0.230496,0.027778,0.078947,0.238462,0.196429,0.136612
0.131034,0.331429,0.099773,0.068519,0.123457,0.296681,0.24812,0.177143,0.230496,0.018519,0.072368,0.238462,0.178571,0.136612
0.131034,0.325714,0.102041,0.068519,0.115226,0.290456,0.24812,0.171429,0.230496,0.027778,0.078947,0.238462,0.178571,0.136612
0.131034,0.331429,0.104308,0.066667,0.111111,0.284232,0.240602,0.177143,0.234043,0.027778,0.078947,0.238462,0.178571,0.136612
0.131034,0.331429,0.111111,0.068519,0.102881,0.273859,0.240602,0.177143,0.230496,0.027778,0.078947,0.238462,0.178571,0.142077
0.131034,0.331429,0.126984,0.064815,0.08642,0.255187,0.233083,0.182857,0.230496,0.046296,0.078947,0.238462,0.160714,0.142077
0.131034,0.337143,0.136054,0.064815,0.078189,0.248963,0.233083,0.182857,0.234043,0.027778,0.078947,0.238462,0.142857,0.142077
0.124138,0.342857,0.156463,0.066667,0.078189,0.242739,0.233083,0.182857,0.234043,0.037037,0.078947,0.238462,0.142857,0.142077
0.124138,0.342857,0.1678,0.066667,0.082305,0.232365,0.233083,0.188571,0.234043,0.037037,0.078947,0.238462,0.142857,0.142077
0.124138,0.337143,0.176871,0.07037,0.08642,0.226141,0.233083,0.194286,0.234043,0.037037,0.072368,0.238462,0.125,0.142077
0.124138,0.342857,0.188209,0.07037,0.090535,0.221992,0.233083,0.188571,0.234043,0.037037,0.072368,0.238462,0.142857,0.136612
0.124138,0.342857,0.199546,0.074074,0.115226,0.207469,0.233083,0.2,0.230496,0.037037,0.078947,0.238462,0.142857,0.136612
0.117241,0.342857,0.206349,0.074074,0.119342,0.201245,0.240602,0.2,0.230496,0.037037,0.072368,0.238462,0.142857,0.142077
0.117241,0.342857,0.210884,0.074074,0.123457,0.195021,0.240602,0.2,0.22695,0.037037,0.078947,0.230769,0.142857,0.142077
0.124138,0.348571,0.21542,0.075926,0.127572,0.186722,0.240602,0.2,0.22695,0.037037,0.078947,0.230769,0.142857,0.142077
0.117241,0.348571,0.222222,0.075926,0.135802,0.182573,0.240602,0.205714,0.223404,0.037037,0.072368,0.230769,0.142857,0.142077
0.117241,0.354286,0.226757,0.077778,0.148148,0.176349,0.24812,0.211429,0.223404,0.037037,0.078947,0.230769,0.142857,0.136612
0.117241,0.354286,0.23356,0.07963,0.156379,0.170124,0.24812,0.211429,0.216312,0.037037,0.078947,0.230769,0.142857,0.136612
0.117241,0.354286,0.235828,0.07963,0.160494,0.1639,0.240602,0.217143,0.212766,0.037037,0.078947,0.230769,0.142857,0.136612
0.117241,0.36,0.238095,0.081481,0.168724,0.157676,0.24812,0.211429,0.20922,0.037037,0.085526,0.230769,0.142857,0.136612
0.103448,0.365714,0.235828,0.081481,0.18107,0.134855,0.24812,0.222857,0.195035,0.018519,0.085526,0.223077,0.178571,0.131148
0.103448,0.371429,0.226757,0.07963,0.1893,0.122407,0.24812,0.234286,0.184397,0.009259,0.092105,0.223077,0.178571,0.131148
0.103448,0.382857,0.217687,0.077778,0.1893,0.120332,0.24812,0.234286,0.180851,0.018519,0.092105,0.215385,0.196429,0.125683
0.096552,0.382857,0.206349,0.077778,0.193416,0.118257,0.240602,0.24,0.177305,0.009259,0.085526,0.215385,0.196429,0.120219
0.096552,0.382857,0.185941,0.074074,0.197531,0.118257,0.233083,0.24,0.177305,0,0.092105,0.215385,0.196429,0.120219
0.089655,0.394286,0.176871,0.072222,0.193416,0.116183,0.233083,0.234286,0.173759,0,0.092105,0.207692,0.196429,0.120219
0.082759,0.388571,0.172336,0.072222,0.1893,0.118257,0.233083,0.234286,0.177305,0,0.085526,0.207692,0.214286,0.114754
0.068966,0.394286,0.15873,0.066667,0.176955,0.122407,0.218045,0.228571,0.177305,0,0.085526,0.207692,0.214286,0.114754
0.068966,0.4,0.15873,0.064815,0.17284,0.122407,0.218045,0.228571,0.177305,0,0.085526,0.207692,0.214286,0.10929
0.068966,0.394286,0.156463,0.062963,0.176955,0.118257,0.210526,0.222857,0.177305,0,0.085526,0.207692,0.232143,0.10929
0.062069,0.405714,0.156463,0.062963,0.176955,0.114108,0.210526,0.228571,0.177305,0,0.085526,0.207692,0.214286,0.10929
0.062069,0.4,0.156463,0.061111,0.176955,0.103734,0.218045,0.234286,0.177305,0,0.085526,0.207692,0.214286,0.114754
0.055172,0.411429,0.15873,0.059259,0.185185,0.09751,0.218045,0.228571,0.177305,0.009091,0.085526,0.2,0.214286,0.10929
0.055172,0.411429,0.156463,0.059259,0.18107,0.095436,0.218045,0.228571,0.173759,0,0.085526,0.207692,0.232143,0.10929
0.048276,0.417143,0.156463,0.057407,0.18107,0.091286,0.210526,0.228571,0.173759,0.009091,0.085526,0.207692,0.232143,0.10929
0.048276,0.417143,0.15873,0.057407,0.185185,0.085062,0.218045,0.24,0.173759,0,0.085526,0.2,0.232143,0.114754
0.048276,0.417143,0.160998,0.057407,0.185185,0.082988,0.218045,0.228571,0.173759,0.009091,0.085526,0.2,0.232143,0.10929
0.048276,0.422857,0.163265,0.057407,0.185185,0.085062,0.218045,0.234286,0.177305,0,0.085526,0.207692,0.232143,0.10929
